0.079130223,400.1312574
0.079274209,400.3940084
0.079433221,400.6575236
0.079582248,400.9140111
0.079731141,401.1977348
0.079875093,401.4676964
0.08001879,401.7893018
0.08016763,402.0840328
0.080316455,402.381971
0.080460446,402.6441725
0.080609485,402.8986535
0.080753411,403.1742256
0.080907447,403.4315095
0.081056368,403.7102404
0.081205356,403.9754273
0.081359268,404.2580215
0.081508132,404.5484646
0.081652016,404.8327937
0.081800889,405.1216257
0.081944798,405.4011968
0.082088753,405.6714016
0.082242697,405.9477573
0.082391689,406.2127475
0.082545752,406.4651225
0.082694777,406.7232434
0.082833779,406.9823135
0.082987762,407.2512914
0.083131538,407.5582791
0.083280447,407.8404184
0.083429357,408.1222736
0.083573298,408.3958916
0.08371736,408.6450841
0.083871456,408.8913509
0.084025588,409.1303253
0.084174655,409.3806422
0.08431856,409.6619059
0.084472457,409.9490085
0.084621362,410.2324152
0.084765345,410.4981149
0.084914291,410.7732441
0.085068195,411.0592103
0.085212243,411.3117809
0.085356533,411.5150031
0.085510606,411.7664594
0.08565462,412.0261995
0.085803484,412.3185147
0.085952391,412.6021334
0.086101331,412.8791556
0.086250268,413.156592
0.08639933,413.4088388
0.086543534,413.6299996
0.086697484,413.9071861
0.086846797,414.1083701
0.08699574,414.385049
0.087139711,414.6541451
0.087288695,414.9225239
0.087442669,415.1951025
0.087586694,415.4531434
0.087730799,415.6950855
0.087884759,415.9706553
0.088033817,416.2242287
0.088182907,416.4715342
0.088327087,416.6982316
0.088481281,416.9262424
0.088625308,417.1843208
0.088769174,417.4755023
0.08891827,417.7216754
0.089067192,418.0034209
0.089211323,418.2406297
0.089360314,418.5084266
0.089509489,418.7386395
0.089653748,418.9496141
0.089807894,419.1879524
0.089952052,419.4197839
0.090101199,419.6558252
0.090245086,419.9433828
0.090394147,420.1971396
0.090538104,420.4703834
0.090687169,420.7235505
0.090831241,420.9733108
0.090980439,421.1994598
0.091129578,421.4376378
0.091273895,421.6371588
0.091423002,421.882131
0.091572093,422.1303296
0.091721072,422.4015007
0.091859992,422.6806024
0.092004083,422.9269104
0.092148124,423.1835003
0.092297244,423.4259807
0.092441421,423.6548068
0.092590584,423.8885682
0.092734761,424.117491
0.092884,424.3358202
0.093038001,424.604981
0.093181958,424.8792481
0.093326037,425.1285028
0.093475102,425.3827064
0.093619143,425.6398407
0.093763156,425.9026831
0.093912319,426.136915
0.094061608,426.3453995
0.094205879,426.5553871
0.094355053,426.7876408
0.094499133,427.0369597
0.09464815,427.3014917
0.09479721,427.5572415
0.094946268,427.8134015
0.09509032,428.0689532
0.09522956,428.2835619
0.095373697,428.521525
0.095522955,428.7368475
0.0956722,428.9546922
0.095816384,429.1832426
0.09596554,429.4195895
0.096114481,429.7002498
0.096263571,429.9505164
0.096412632,430.2065049
0.096561737,430.4536934
0.096700883,430.6882539
0.096845164,430.8969583
0.096994458,431.1053141
0.097133776,431.3045674
0.097277932,431.5392741
0.097426956,431.8034234
0.097575923,432.0793334
0.097719924,432.346117
0.097869137,432.5714256
0.098018434,432.7793981
0.098162644,433.0034109
0.098301874,433.221113
0.098446068,433.4484103
0.098595305,433.66898
0.098734518,433.8903647
0.098883476,434.1685448
0.099037476,434.4403671
0.099176596,434.6810797
0.099325824,434.9036719
0.099469956,435.1441
0.099619092,435.3859737
0.099763294,435.6119334
0.099907586,435.8194579
0.100046813,436.0384229
0.100195961,436.2780026
0.100340112,436.5148125
0.100484123,436.7804761
0.100628257,437.0209451
0.100777398,437.2621541
0.100931532,437.5069512
0.101075781,437.7237336
0.101219904,437.9665378
0.101369174,438.1812558
0.101508473,438.3857331
0.10165762,438.6258137
0.101796778,438.8595725
0.101945826,439.1204082
0.102094967,439.3620678
0.1022391,439.603083
0.102388236,439.8459139
0.102532382,440.0845362
0.102681803,440.268312
0.102821086,440.4763886
0.102970333,440.6962404
0.103114565,440.9172207
0.103258587,441.1817472
0.1033977,441.4253023
0.1035468,441.6760167
0.103690984,441.9071767
0.103840214,442.1308811
0.10398453,442.3346601
0.104123907,442.5235002
0.104263125,442.7455686
